requestSource,product,serviceRegion,requestType,focTarget
eom,tollfree,on,agreementcreation,0.0
email,corporategeneralinquiries,on,adjustments,0.0
email,directorylisting,on,bliffman,0.0
eom,ipvpn,on,facilitycheck,0.0
egain,resellerresidentialline,east,wholesaleleasedloops,0.0
smartpath,btce,on,winback,0.0
email,managedservices,on,disconnect,0.0
email,infrastructureservices,on,change,0.0
email,corporategeneralinquiries,on,noactionrequired,0.0
egain,tollfree,east,disconnect,0.0
email,wavelength,mb,new,0.0
email,corporatehardwareinquiries,on,mobilenumberchange,0.0
eom,megalink,on,project,0.0
egain,tollfree,east,generalinquiry-accountcontractupdate,0.0
kana,businessinternetbrokered,qc,generalinquiry-accountcontractupdate,0.0
kana,resellerinternet,on,generalinquiry-reseller,0.0
email,ethernet,west,billinginquiry-obmsupport,0.0
email,siptrunk,qc,generalinquiry-othergeneral,0.0
eom,businessinternetbrokered,qc,agreementregistered,0.0
egain,tollfree,east,project,0.0
email,corporateaccountservice,on,hardwareordercancel,0.0
email,wavelength,on,facilitycheck,0.0
kana,vnet,east,add,0.0
smartpath,businessinternet,on,trafficstudybilling,0.0
eom,businessinternetbrokered,west,generalinquiry-othergeneral,0.0
eom,professionalservices,west,agreementcreationvalidated,0.0
egain,sap,east,pricing,0.0
eom,businesslines,qc,agreementcreation,0.0
email,businessinternetbrokered,qc,disconnect,0.0
email,corporateaccountservice,on,smartpathinquiry,0.0
email,digitalprivateline,west,disconnect,0.0
eom,wirelessbackupbis,qc,new,0.0
eom,broadband,qc,facilitycheck,0.0
email,businesslines,east,billinginquiry-taxexemption,0.0
email,ondemandcontactcentre,west,generalinquiry-othergeneral,0.0
email,tollfree,on,generalinquiry-transferresponsibility,0.0
kana,ondemandcontactcentre,qc,add,0.0
egain,ethernet,east,billinginquiry-balancetransferpaymentupdate,0.0
egain,tollfree,east,billinginquiry-banrequest,0.0
egain,siptrunk,east,generalinquiry-accountcontractupdate,0.0
email,vnet,qc,add,0.0
kana,digitalprivateline,ab,disconnect,0.0
email,siptrunk,east,generalinquiry-othergeneral,0.0
kana,businesslines,qc,new,0.0
email,sap,on,billinginquiry-leasing,0.0
egain,professionalservices,east,generalinquiry-portout,0.0
eom,centrex,qc,agreementregistered,0.0
kana,sap,qc,billinginquiry-copyofinvoice,0.0
email,corporatehardwareorders,west,change,0.0
email,wavelength,bc,add,0.0
email,corporatehardwareorders,on,cancelsubscriber,0.0
email,sap,on,billinginquiry-custombill,0.0
email,corporatehardwareinquiries,on,accountservicerep,0.0
smartpath,btce,on,migration,0.0
eom,btce,east,agreementregistered,0.0
email,datalegacy,on,change,0.0
email,corporatehardwareorders,on,orders,0.0
egain,resellerbusinesslines,east,wholesaleleasedloops,0.0
email,businessinternet,west,new,0.0
kana,ethernet,west,disconnect,0.0
egain,tollfree,east,icreditrequest,0.0
eom,businessinternet,on,facilitycheck,0.0
kana,datalegacy,west,move,0.0
email,ethernet,qc,billinginquiry-obmsupport,0.0
egain,tollfree,nl,change,0.0
email,ethernet,on,billinginquiry-obmsupport,0.0
smartpath,businessinternetbrokered,on,move,0.0
email,wavelength,west,new,0.0
email,corporatehardwareorders,nl,hardwareordercancel,0.0
email,siptrunk,on,new,0.0
email,corporateaccountservice,on,return,0.0
email,ethernet,on,presurvey,0.0
smartpath,broadcast,on,billinginquiry-copyofinvoice,0.0
eom,managedservices,east,new,0.0
eom,professionalservices,qc,generalinquiry-othergeneral,0.0
email,digitalprivateline,intl,billinginquiry-otherbilling,0.0
email,warehousesupport,ns,noactionrequired,0.0
email,corporatehardwareinquiries,on,devicemdmenrollment,0.0
kana,eip,west,disconnect,0.0
kana,saput,qc,new,0.0
kana,businessinternetdedicated,nb,billinginquiry-copyofinvoice,0.0
email,siptrunk,west,disconnect,0.0
email,corporatehardwareorders,nb,status,0.0
ssc,btce,on,generalinquiry-feasibilityinformation,0.0
email,ethernet,ns,generalinquiry-othergeneral,0.0
smartpath,centrex,nb,billinginquiry-otherbilling,0.0
smartpath,businessinternet,on,generalinquiry-transferresponsibility,0.0
email,ethernet,west,disconnect,0.0
kana,globalmanagedsdwan,intl,generalinquiry-othergeneral,0.0
email,corporateservicerepair,on,generalservicerequest,0.0
smartpath,businessinternetdedicated,on,serviceassurance,0.0
egain,ondemandcontactcentre,east,billinginquiry-invoiceexplanation,0.0
email,professionalservices,qc,billinginquiry-copyofinvoice,0.0
email,localaccesspackage,qc,change,0.0
egain,professionalservices,ns,new,0.0
smartpath,ethernet,ab,coaching,0.0
email,businessinternet,qc,billinginquiry-dslpromo,0.0
eom,siptrunk,west,generalinquiry-othergeneral,0.0
egain,resellerresidentialline,east,generalinquiry-portout,0.0
email,businesslines,qc,move,0.0
email,managedservices,east,generalinquiry-othergeneral,0.0
email,broadband,nl,disconnect,0.0
email,corporatehardwareorders,nb,return,0.0
kana,resellerbusinesslines,on,change,0.0
smartpath,btce,west,new,0.0
eom,wirelessbackupbis,on,agreementcreation,0.0
email,corporategeneralinquiries,qc,generalservicerequest,0.0
eom,managedservices,qc,pcoesamedayexpedite,0.0
email,megalink,qc,generalinquiry-directinwardcalling,0.0
eom,wavelength,intl,facilitycheck,0.0
eom,businesslines,west,pcoesamedayexpedite,0.0
email,businessinternet,on,billinginquiry-copyofinvoice,0.0
kana,ethernet,intl,generalinquiry-othergeneral,0.0
eom,businessinternetdedicated,west,agreementregistered,0.0
email,managedservices,intl,generalinquiry-othergeneral,0.0
eom,tollfree,on,pcoesamedayexpedite,0.0
kana,datalegacy,bc,change,0.0
email,siptrunk,qc,billinginquiry-custombill,0.0
eom,btce,on,agreementcreationvalidated,0.0
egain,megalink,ns,billinginquiry-otherbilling,0.0
email,corporatehardwareinquiries,on,serviceandrepair,0.0
email,digitalprivateline,nb,disconnect,0.0
smartpath,businesslines,bc,billinginquiry-incorrectrate,0.0
email,corporategeneralinquiries,on,changesim,0.0
email,broadcast,on,disconnect,0.0
email,sap,qc,disconnect,0.0
eom,businessinternetdedicated,east,agreementregistered,0.0
email,wavelength,nb,generalinquiry-othergeneral,0.0
email,payphone,intl,generalinquiry-othergeneral,0.0
email,wavelength,ab,add,0.0
email,corporateaccountservice,ns,newactivations,0.0
smartpath,broadband,qc,disconnect,0.0
email,wavelength,on,billinginquiry-copyofinvoice,0.0
egain,otherdataservices,east,add,0.0
eom,digitalprivateline,qc,generalinquiry-othergeneral,0.0
kana,businessinternetdedicated,east,generalinquiry-othergeneral,0.0
email,professionalservices,east,billinginquiry-otherbilling,0.0
email,corporateservicerepair,on,serviceandrepair,0.0
email,localaccesspackage,on,generalinquiry-othergeneral,0.0
email,corporatehardwareorders,bc,upgrade,0.0
kana,businesslines,ab,add,0.0
egain,sap,east,add,0.0
email,wavelength,on,billinginquiry-otherbilling,0.0
email,businessinternetbrokered,on,generalinquiry-othergeneral,0.0
email,payphone,on,billinginquiry-otherbilling,0.0
kana,directorylisting,qc,3235,0.0
kana,businessinternetdedicated,on,billinginquiry-incorrectrate,0.0
email,tollfree,intl,generalinquiry-othergeneral,0.0
email,managedservices,qc,change,0.0
kana,ipvpn,on,billinginquiry-invoiceexplanation,0.0
kana,saput,on,billinginquiry-otherbilling,0.0
email,tollfree,east,generalinquiry-othergeneral,0.0
egain,managedservices,ns,billinginquiry-otherbilling,0.0
email,corporateaccountservice,qc,generalinquiry-othergeneral,0.0
email,businessinternetbrokered,west,change,0.0
email,corporatehardwareorders,qc,ordertrackingstatus,0.0
email,corporatehardwareinquiries,on,new,0.0
kana,ethernet,east,change,0.0
email,ipvpn,qc,pricing,0.0
pss,businesslines,on,billinginquiry-balancetransferpaymentupdate,0.0
eomtask,btce,on,removelicense,0.0
kana,businesslines,bc,disconnect,0.0
email,managedservices,ns,add,0.0
eom,businessinternetdedicated,west,project,0.0
smartpath,broadband,nb,new,0.0
kana,centrex,qc,add,0.0
email,businesslines,qc,bliffman,0.0
pwo,businessinternetdedicated,ab,agreementcreation,0.0
email,businessinternetbrokered,sk,disconnect,0.0
pwo,1fl | 1fl,on,agreementcreation,0.0
pss,otherdataservices,on,billinginquiry-otherbilling,0.0
email,corporatebillinginquiries,on,adjustments,0.0
email,megalink,qc,billinginquiry-otherbilling,0.0
egain,datalegacy,pe,disconnect,0.0
eom,globalprivateline,intl,new,0.0
email,businesslines,on,add,0.0
eom,businessinternetdedicated,qc,escpartner,0.0
eom,businessinternetdedicated,on,inventory,0.0
email,managedservices,bc,change,0.0
pwo,businessinternet,qc,generalinquiry-othergeneral,0.0
kana,datalegacy,on,disconnect,0.0
email,corporateaccountservice,qc,generalservicerequest,0.0
eom,businesslines,on,agreementcreationcomplex,0.0
kana,businesslines,east,generalinquiry-accountcontractupdate,0.0
egain,vnet,east,billinginquiry-otherbilling,0.0
kana,sap,bc,new,0.0
email,businesslines,qc,billinginquiry-otherbilling,0.0
eom,globalbusinessinternetdedicated,qc,agreementregistered,0.0
egain,professionalservices,east,temporaryservice,0.0
email,ondemandcontactcentre,qc,generalinquiry-othergeneral,0.0
egain,internetconnectservice,east,add,0.0
egain,locallink,nb,change,0.0
email,corporatehardwareinquiries,on,sales,0.0
eom,centrex,on,inventory,0.0
egain,otherdataservices,east,billinginquiry-balancetransferpaymentupdate,0.0
eom,megalink,west,pcoesamedayexpedite,0.0
kana,businessinternetdedicated,on,change,0.0
kana,directorylisting,on,ilec,0.0
eom,businesslines,west,escpartner,0.0
kana,btce,qc,new,0.0
kana,wavelength,on,change,0.0
egain,tollfree,east,change,0.0
smartpath,broadband,on,billinginquiry-otherbilling,0.0
email,businesslines,on,generalinquiry-directorylistings,0.0
egain,managedservices,nl,disconnect,0.0
email,corporategeneralinquiries,qc,hardwareorderchange,0.0
kana,centrex,qc,billinginquiry-invoiceexplanation,0.0
egain,businesslines,east,disconnect,0.0
email,corporatehardwareinquiries,bc,requestimei,0.0
email,directorylisting,on,generalinquiry-othergeneral,0.0
email,corporateselfservetools,ab,generalservicerequest,0.0
email,internetconnectservice,west,disconnect,0.0
email,centrex,west,add,0.0
email,directorylisting,qc,generalinquiry-othergeneral,0.0
eom,businessinternet,on,escpartner,0.0
email,corporatehardwareorders,qc,billinginquiry-otherbilling,0.0
eom,megalink,on,agreementcreation,0.0
email,msos365,on,disconnect,0.0
email,wavelength,intl,change,0.0
eom,ipvpn,qc,agreementcreationvalidated,0.0
email,corporatehardwareorders,ns,mobilenumberchange,0.0
email,megalink,west,disconnect,0.0
eom,datalegacy,on,agreementcreation,0.0
email,sap,qc,billinginquiry-otherbilling,0.0
email,corporateaccountservice,on,noactionrequired,0.0
email,businesslines,qc,generalinquiry-copyofequipmentrecord,0.0
kana,btce,qc,add,0.0
egain,siptrunk,east,billinginquiry-otherbilling,0.0
email,dedicatedinternetaccess,on,disconnect,0.0
email,ethernet,mb,new,0.0
email,managedsecurityservices,bc,change,0.0
email,corporategeneralinquiries,ns,return,0.0
kana,ondemandcontactcentre,west,new,0.0
email,ethernetconnectservice,on,disconnect,0.0
egain,managedservices,ns,disconnect,0.0
email,professionalservices,ab,billinginquiry-otherbilling,0.0
email,businessinternetbrokered,on,change,0.0
eom,sip trunking (sipt) | ipvpn,on,facilitycheck,0.0
email,ondemandcontactcentre,east,billinginquiry-otherbilling,0.0
email,corporategeneralinquiries,bc,noactionrequired,0.0
email,ethernetaccessservice,on,change,0.0
email,managedservices,on,pinreset,0.0
email,ethernet,east,billinginquiry-custombill,0.0
eom,globalbusinessinternetdedicated,on,new,0.0
email,ethernetaccessservice,qc,generalinquiry-othergeneral,0.0
smartpath,businessinternetbrokered,qc,change,0.0
eom,btce,west,agreementcreation,0.0
kana,btce,qc,generalinquiry-transferresponsibility,0.0
email,corporateaccountservice,on,movesubscriber,0.0
kana,megalink,qc,disconnect,0.0
email,datacentreandcloud,on,move,0.0
email,corporatehardwareinquiries,on,problemfile,0.0
eom,btce,ab,escpartner,0.0
eom,managedservices,east,agreementregistered,0.0
egain,vnet,east,disconnect,0.0
email,globalmanagedsdwan,on,generalinquiry-othergeneral,0.0
email,businessinternet,on,billinginquiry-dslpromo,0.0
egain,tollfree,east,portout,0.0
email,ethernet,ab,add,0.0
email,digitalprivateline,on,disconnect,0.0
kana,ethernet,mb,add,0.0
egain,professionalservices,east,pricing,0.0
email,digitalprivateline,on,change,0.0
email,locallink,ns,generalinquiry-othergeneral,0.0
email,megalink,on,agreementcreation,0.0
kana,businessinternetdedicated,on,billinginquiry-otherbilling,0.0
email,digitalprivateline,qc,change,0.0
egain,otherdataservices,ns,add,0.0
eom,businessinternetdedicated,qc,pcoesamedayexpedite,0.0
email,ipvpn,ab,generalinquiry-othergeneral,0.0
email,internetconnectservice,on,billinginquiry-otherbilling,0.0
egain,tollfreeinternational,east,generalinquiry-pricingconfirmation,0.0
kana,ondemandcontactcentre,qc,billinginquiry-otherbilling,0.0
email,ethernetconnectservice,on,generalinquiry-othergeneral,0.0
email,siptrunk,east,disconnect,0.0
email,nddos,on,generalinquiry-othergeneral,0.0
pss,tollfree,on,billinginquiry-balancetransferpaymentupdate,0.0
eom,professionalservices,qc,facilitycheck,0.0
kana,siptrunk,nb,billinginquiry-otherbilling,0.0
ssc,siptrunk,on,generalinquiry-transferresponsibility,0.0
email,wavelength,qc,facilitycheck,0.0
kana,btce,east,generalinquiry-accountcontractupdate,0.0
eom,globalbusinessinternetdedicated,qc,new,0.0
email,tollfree,qc,generalinquiry-othergeneral,0.0
pss,businesslines,on,billinginquiry-copyofinvoice,0.0
eomtask,btce,east,removelicense,0.0
kana,wavelength,intl,billinginquiry-otherbilling,0.0
smartpath,corporatehardwareorders,qc,newactivationportin,0.0
kana,managedservices,east,generalinquiry-othergeneral,0.0
email,internetconnectservice,west,change,0.0
eom,businesslines,on,facilitycheck,0.0
eom,msos365,on,agreementcreationvalidated,0.0
kana,tollfree,qc,billinginquiry-billingaccountupdate,0.0
email,corporategeneralinquiries,on,pricing,0.0
email,corporatereporting,on,noactionrequired,0.0
kana,businessinternet,qc,generalinquiry-othergeneral,0.0
eom,tollfree,qc,agreementcreation,0.0
kana,businessinternetbrokered,on,generalinquiry-othergeneral,0.0
eom,ipvpn,on,generalinquiry-othergeneral,0.0
eom,wavelength,on,facilitycheck,0.0
smartpath,tollfree,qc,generalinquiry-transferresponsibility,0.0
kana,businessinternetdedicated,bc,disconnect,0.0
email,infrastructureservices,on,billinginquiry-otherbilling,0.0
smartpath,datalegacy,qc,change,0.0
smartpath,businesslines,ab,winback,0.0
email,datalegacy,qc,generalinquiry-othergeneral,0.0
kana,centrex,qc,generalinquiry-othergeneral,0.0
email,centrex,on,billinginquiry-otherbilling,0.0
kana,businessinternet,ns,disconnect,0.0
kana,businessinternetdedicated,on,generalinquiry-transferresponsibility,0.0
kana,siptrunk,on,change,0.0
email,digitalprivateline,on,new,0.0
email,corporatehardwareorders,qc,problemfile,0.0
eom,globalipvpn,on,escpartner,0.0
email,corporatehardwareorders,on,status,0.0
eom,ethernet,on,project,0.0
email,datacentreandcloud,on,facilitycheck,0.0
email,corporategeneralinquiries,ns,ordertrackingstatus,0.0
email,wavelength,bc,change,0.0
email,corporatehardwareorders,on,move,0.0
egain,megalink,nl,disconnect,0.0
email,corporatehardwareorders,qc,generalservicerequest,0.0
email,managedservices,east,billinginquiry-otherbilling,0.0
email,ethernet,west,facilitycheck,0.0
email,megalink,on,generalinquiry-copyofequipmentrecord,0.0
egain,siptrunk,east,portout,0.0
kana,sap,on,billinginquiry-invoiceexplanation,0.0
email,ethernet,bc,facilitycheck,0.0
egain,ethernet,ns,billinginquiry-billingaccountupdate,0.0
email,bellmerakimanagement,on,disconnect,0.0
egain,ethernet,nl,change,0.0
email,managedservices,west,move,0.0
email,corporategeneralinquiries,qc,new,0.0
eom,businessinternetdedicated,on,generalinquiry-othergeneral,0.0
eom,businessinternet,on,generalinquiry-othergeneral,0.0
email,wavelength,pe,facilitycheck,0.0
egain,webhosting,east,icreditrequest,0.0
email,vnet,on,disconnect,0.0
kana,btce,ns,generalinquiry-othergeneral,0.0
email,managedsecurityservices,on,billinginquiry-otherbilling,0.0
email,megalink,on,generalinquiry-portout,0.0
email,corporatehardwareorders,on,nationaldistributionteam,0.0
email,eip,on,change,0.0
kana,tollfree,intl,generalinquiry-othergeneral,0.0
smartpath,centrex,ab,billinginquiry-copyofinvoice,0.0
eom,globalipvpn,intl,agreementcreation,0.0
eom,msos365,qc,pcoesamedayexpedite,0.0
eom,businessinternetdedicated,east,project,0.0
eom,btce,nb,new,0.0
eom,globalmanagedsdwan,on,facilitycheck,0.0
smartpath,centrex,ab,move,0.0
pwo,ipvpn,on,new,0.0
eom,centrex,on,agreementregistered,0.0
kana,directorylisting,on,t30,0.0
smartpath,datalegacy,on,generalinquiry-serviceaddressinformation,0.0
email,broadband,on,add,0.0
email,corporatehardwareorders,on,inventoryavailability,0.0
email,sap,west,billinginquiry-otherbilling,0.0
email,datalegacy,west,billinginquiry-otherbilling,0.0
smartpath,businessinternetbrokered,ab,disconnect,0.0
email,corporatehardwareorders,east,change,0.0
kana,vnet,on,disconnect,0.0
email,wavelength,intl,generalinquiry-othergeneral,0.0
smartpath,businesslines,nl,disconnect,0.0
kana,siptrunk,qc,generalinquiry-accountcontractupdate,0.0
eom,globalmanagedsdwan,on,generalinquiry-othergeneral,0.0
email,dedicatedinternetaccess,mb,change,0.0
email,corporategeneralinquiries,on,wirelessclientcare,0.0
email,corporategeneralinquiries,qc,changesim,0.0
eom,globalipvpn,intl,pricing,0.0
eom,globalbusinessinternetdedicated,on,agreementcreationvalidated,0.0
eom,localaccesspackage,qc,agreementregistered,0.0
eom,ipvpn,qc,pcoesamedayexpedite,0.0
email,managedsecurityservices,qc,generalinquiry-othergeneral,0.0
kana,msos365,west,change,0.0
email,corporatebillinginquiries,on,sales,0.0
email,corporatehardwareorders,on,noactionrequired,0.0
smartpath,btce,on,billinginquiry-otherbilling,0.0
egain,webhosting,east,billinginquiry-incorrectrate,0.0
email,ondemandcontactcentre,ab,generalinquiry-othergeneral,0.0
kana,ipvpn,qc,generalinquiry-othergeneral,0.0
smartpath,siptrunk,on,billinginquiry-otherbilling,0.0
email,corporatehardwareinquiries,mb,orders,0.0
email,professionalservices,bc,billinginquiry-otherbilling,0.0
email,internalteamsupport,on,accountservicerep,0.0
kana,sap,qc,new,0.0
smartpath,ethernet,on,billinginquiry-copyofinvoice,0.0
email,ethernet,on,facilitycheck,0.0
kana,tollfree,on,generalinquiry-reseller,0.0
email,wavelength,mb,change,0.0
kana,btce,qc,billinginquiry-copyofinvoice,0.0
email,centrex,qc,billinginquiry-otherbilling,0.0
email,directorylisting,east,generalinquiry-directorylistings,0.0
smartpath,globalprivateline,on,generalinquiry-othergeneral,0.0
eom,businessinternetbrokered,on,facilitycheck,0.0
email,switchredirect,on,move,0.0
eom,msos365,on,agreementregistered,0.0
email,businesslines,east,billinginquiry-custombill,0.0
eom,businessinternet,qc,facilitycheck,0.0
egain,siptrunk,east,presurvey,0.0
email,broadband,on,generalinquiry-othergeneral,0.0
pss,tollfree,qc,generalinquiry-othergeneral,0.0
pss,businesslines,nl,disconnect,0.0
smartpath,tollfree,on,generalinquiry-pricingconfirmation,0.0
email,bellmanagedservicesforciscomeraki,on,generalinquiry-othergeneral,0.0
smartpath,vnet,west,coaching,0.0
smartpath,broadband,on,coaching,0.0
email,centrex,qc,trafficstudy,0.0
pss,wavelength,qc,change,0.0
pss,datalegacy,on,billinginquiry-otherbilling,0.0
eom,ondemandcontactcentre,on,generalinquiry-othergeneral,0.0
email,globalmanagedsdwan,qc,generalinquiry-othergeneral,0.0
email,corporateaccountservice,qc,new,0.0
kana,btce,nb,generalinquiry-othergeneral,0.0
email,businesslines,nb,billinginquiry-otherbilling,0.0
eom,wavelength,qc,project,0.0
ssc,btce,qc,generalinquiry-othergeneral,0.0
eom,btce,east,agreementcreationcomplex,0.0
email,wavelength,qc,move,0.0
eom,datalegacy,on,pcoesamedayexpedite,0.0
email,corporateaccountservice,on,unsuspendlines,0.0
email,businesslines,qc,trafficstudy,0.0
egain,ethernet,east,generalinquiry-copyofequipmentrecord,0.0
email,ipvpn,mb,disconnect,0.0
smartpath,ethernetconnectservice,qc,generalinquiry-othergeneral,0.0
kana,businessinternetdedicated,on,generalinquiry-pricingconfirmation,0.0
egain,professionalservices,east,facilitycheck,0.0
eom,localaccesspackage,on,agreementregistered,0.0
email,payphone,qc,billinginquiry-otherbilling,0.0
email,tollfree,on,billinginquiry-otherbilling,0.0
egain,digitalprivateline,east,generalinquiry-reseller,0.0
kana,tollfree,mb,change,0.0
smartpath,centrex,ab,add,0.0
email,businesslines,pe,generalinquiry-othergeneral,0.0
email,corporatehardwareorders,on,billinginquiry-otherbilling,0.0
email,corporategeneralinquiries,qc,smartpathinquiry,0.0
eom,tollfreeinternational,on,agreementcreationvalidated,0.0
email,btce,west,billinginquiry-banrequest,0.0
egain,webhosting,east,billinginquiry-otherbilling,0.0
kana,switchredirect,qc,generalinquiry-othergeneral,0.0
email,professionalservices,on,generalinquiry-othergeneral,0.0
egain,dryloopdsl,east,move,0.0
eom,ipvpn (bw) | ipvpn (bw),west,agreementcreation,0.0
email,managedsecurityservices,on,new,0.0
email,datacentreandcloud,nb,add,0.0
egain,tollfree,east,billinginquiry-dispute,0.0
smartpath,businessinternetdedicated,ab,billinginquiry-copyofinvoice,0.0
email,vnet,on,new,0.0
smartpath,centrex,ns,pricing,0.0
pss,tollfree,on,generalinquiry-copyofequipmentrecord,0.0
egain,professionalservices,east,generalinquiry-serviceaddressinformation,0.0
email,ethernet,west,change,0.0
smartpath,businesslines,qc,generalinquiry-feasibilityinformation,0.0
email,ethernetaccessservice,qc,change,0.0
smartpath,btce,on,billinginquiry-invoiceexplanation,0.0
email,corporatebillinginquiries,on,return,0.0
smartpath,tollfree,bc,billinginquiry-otherbilling,0.0
eom,btce,east,agreementcreationvalidated,0.0
email,megalink,qc,trafficstudy,0.0
kana,businessinternet,qc,billinginquiry-otherbilling,0.0
kana,megalink,qc,generalinquiry-transferresponsibility,0.0
eom,nice incontact cxone - powered by bell,qc,agreementcreation,0.0
eom,wavelength,on,generalinquiry-othergeneral,0.0
kana,ethernet,west,pricing,0.0
kana,centrex,ab,generalinquiry-othergeneral,0.0
kana,globalipvpn,west,disconnect,0.0
kana,datalegacy,on,change,0.0
email,businesslines,on,generalinquiry-copyofequipmentrecord,0.0
smartpath,businessinternet,nl,move,0.0
email,saput,qc,generalinquiry-othergeneral,0.0
smartpath,corporateaccountservice,on,newactivations,0.0
egain,resellerbusinesslines,east,generalinquiry-othergeneral,0.0
eom,ipvpn,west,agreementregistered,0.0
egain,wavelength,ns,facilitycheck,0.0
email,bellmerakimanagement,qc,add,0.0
smartpath,centrex,pe,generalinquiry-othergeneral,0.0
email,datacentreandcloud,nb,move,0.0
kana,btce,ab,new,0.0
email,ipvpn,intl,billinginquiry-otherbilling,0.0
kana,globalipvpn,qc,disconnect,0.0
pss,businessinternet,bc,move,0.0
email,bellmanagedservicesforciscomeraki,qc,add,0.0
email,businesslines,qc,billinginquiry-invoiceexplanation,0.0
eom,businessinternet,west,agreementcreationcomplex,0.0
email,megalink,east,generalinquiry-othergeneral,0.0
eom,tollfreeinternational,on,new,0.0
email,datacentreandcloud,qc,add,0.0
eom,businessinternet,on,agreementcreationcomplex,0.0
eom,eip,west,agreementcreation,0.0
smartpath,businessinternetbrokered,qc,move,0.0
kana,megalink,west,generalinquiry-othergeneral,0.0
kana,sap,qc,move,0.0
email,corporatehardwareorders,ab,ordertrackingstatus,0.0
eom,localaccesspackage,qc,pcoesamedayexpedite,0.0
smartpath,businesslines,ns,generalinquiry-accountcontractupdate,0.0
email,infrastructureservices,on,billinginquiry-invoiceexplanation,0.0
egain,tollfree,east,generalinquiry-serviceaddressinformation,0.0
egain,managedservices,east,generalinquiry-accountcontractupdate,0.0
kana,ipvpn,sk,generalinquiry-othergeneral,0.0
eom,businessinternetdedicated,ab,agreementregistered,0.0
email,corporatebillinginquiries,on,billinginquiry,0.0
eom,broadband,qc,agreementcreationvalidated,0.0
email,payphone,west,billinginquiry-otherbilling,0.0
smartpath,directorylisting,qc,generalinquiry-directorylistings,0.0
email,corporateservicerepair,on,unlockdevice,0.0
email,ipvpn,on,billinginquiry-otherbilling,0.0
eom,businesslines,west,agreementregistered,0.0
email,corporateaccountservice,on,hardwareorderchange,0.0
eom,localaccesspackage,west,pcoesamedayexpedite,0.0
kana,businessinternetdedicated,west,disconnect,0.0
smartpath,businessinternet,qc,new,0.0
eom,managedservices,on,pcoesamedayexpedite,0.0
ssc,digitalprivateline,intl,disconnect,2.0
smartpath,businessinternet,nl,new,2.0
pss,businesslines,ns,disconnect,2.0
kana,businesslines,qc,move,2.0
email,businessinternet,qc,move,2.0
smartpath,businesslines,ab,add,2.0
ssc,tollfree,intl,disconnect,2.0
ssc,businessinternet,bc,add,2.0
email,businessinternet,west,disconnect,2.0
kana,businessinternet,on,add,2.0
kana,businesslines,west,disconnect,2.0
pss,businesslines,nb,disconnect,2.0
ssc,businessinternet,ab,disconnect,2.0
ssc,businesslines,on,change,2.0
smartpath,businesslines,on,disconnect,2.0
smartpath,businessinternet,on,move,2.0
pss,businessinternet,qc,disconnect,2.0
kana,businessinternet,west,disconnect,2.0
kana,digitalprivateline,west,move,2.0
kana,businessinternet,west,new,2.0
smartpath,businessinternet,sk,disconnect,2.0
ssc,businesslines,qc,disconnect,2.0
ssc,businesslines,nl,add,2.0
ssc,businesslines,east,add,2.0
pss,businessinternet,qc,move,2.0
ssc,businessinternet,qc,disconnect,2.0
ssc,otherdataservices,on,disconnect,2.0
kana,businessinternet,qc,new,2.0
kana,digitalprivateline,qc,move,2.0
email,businessinternet,on,add,2.0
pss,otherdataservices,on,disconnect,2.0
ssc,otherdataservices,on,add,2.0
ssc,businesslines,sk,change,2.0
pss,digitalprivateline,on,disconnect,2.0
smartpath,businessinternet,qc,add,2.0
smartpath,tollfree,intl,change,2.0
pss,businessinternet,qc,add,2.0
smartpath,businesslines,qc,disconnect,2.0
pss,businesslines,on,move,2.0
ssc,businessinternet,yt,add,2.0
pss,businesslines,west,add,2.0
ssc,businesslines,mb,disconnect,2.0
smartpath,businessinternet,qc,change,2.0
kana,businesslines,qc,add,2.0
email,businesslines,sk,change,2.0
pwo,businessinternet,on,new,2.0
ssc,businesslines,ab,move,2.0
ssc,businessinternet,sk,disconnect,2.0
ssc,businesslines,mb,add,2.0
kana,businessinternet,east,new,2.0
kana,businesslines,on,move,2.0
eom,businesslines,west,new,2.0
ssc,businessinternet,intl,move,2.0
kana,digitalprivateline,on,move,2.0
kana,digitalprivateline,qc,new,2.0
kana,businesslines,on,new,2.0
ssc,businesslines,ab,disconnect,2.0
email,businessinternet,qc,new,2.0
email,businessinternet,east,disconnect,2.0
ssc,businesslines,intl,change,2.0
ssc,businessinternet,on,change,2.0
kana,businessinternet,east,change,2.0
pss,businessinternet,qc,change,2.0
smartpath,digitalprivateline,qc,change,2.0
ssc,businesslines,intl,disconnect,2.0
ssc,businessinternet,ns,disconnect,2.0
smartpath,businesslines,east,add,2.0
smartpath,digitalprivateline,qc,disconnect,2.0
ssc,businessinternet,nb,add,2.0
ssc,businesslines,nb,add,2.0
kana,businesslines,mb,change,2.0
ssc,businesslines,mb,change,2.0
kana,businesslines,qc,change,2.0
smartpath,businessinternet,on,add,2.0
pss,businesslines,bc,add,2.0
ssc,businesslines,bc,disconnect,2.0
pss,businesslines,qc,move,2.0
ssc,businesslines,qc,add,2.0
pss,businesslines,east,change,2.0
kana,digitalprivateline,mb,disconnect,2.0
ssc,otherdataservices,on,move,2.0
ssc,businesslines,on,add,2.0
ssc,businesslines,on,disconnect,2.0
ssc,businessinternet,nl,move,2.0
email,businessinternet,on,new,2.0
